DWIVEDI        CLASSICAL       RUN
1.47481e-09    1.5699e-09     772
1.4841e-09     1.29743e-09    773
1.46377e-09    1.41412e-09    774
1.47489e-09    1.4725e-09     775
1.47597e-09    1.43818e-09    776
1.4695e-09     1.64368e-09    777
1.48274e-09    1.46479e-09    778
1.47807e-09    1.4889e-09     779
1.48786e-09    1.8507e-09     780
1.48664e-09    1.63778e-09    781
1.47763e-09    1.77639e-09    782
1.47817e-09    1.54136e-09    783
1.46905e-09    1.65841e-09    784
1.47618e-09    1.54387e-09    785
1.47968e-09    1.35246e-09    786
1.47347e-09    1.32906e-09    787
1.47635e-09    1.49387e-09    788
1.48606e-09    1.1932e-09     789
1.48353e-09    1.47475e-09    790
1.48073e-09    1.58247e-09    791
1.47583e-09    1.35527e-09    792
1.4725e-09     1.26431e-09    793
1.46704e-09    1.41533e-09    794
1.48328e-09    1.51173e-09    795
1.474e-09      1.7131e-09     796
1.48382e-09    1.6007e-09     797
1.4695e-09     1.59209e-09    798
1.47368e-09    1.3885e-09     799
1.48e-09       1.64628e-09    800
1.47793e-09    1.32332e-09    801
1.46457e-09    1.46677e-09    802
1.47316e-09    1.60589e-09    803
1.48141e-09    1.48772e-09    804
1.48076e-09    1.49858e-09    805
1.47343e-09    1.2489e-09     806
1.48108e-09    1.44443e-09    807
1.47786e-09    1.66192e-09    808
1.47634e-09    1.52952e-09    809
1.48747e-09    1.42712e-09    810
1.487e-09      1.49621e-09    811
1.47717e-09    1.84523e-09    812
1.47829e-09    1.53873e-09    813
1.47416e-09    1.25521e-09    814
1.48428e-09    1.40398e-09    815
1.47456e-09    1.7853e-09     816
1.47131e-09    1.62481e-09    817
1.47558e-09    1.41104e-09    818
1.47684e-09    1.75487e-09    819
1.46023e-09    1.35703e-09    820
1.48689e-09    1.45941e-09    821
1.47257e-09    1.26381e-09    822
1.4718e-09     1.49785e-09    823
1.47988e-09    1.31682e-09    824
1.47605e-09    1.28947e-09    825
1.47689e-09    1.42081e-09    826
1.47169e-09    1.27746e-09    827
1.4702e-09     1.31709e-09    828
1.48478e-09    1.41585e-09    829
1.47743e-09    1.30358e-09    830
1.47296e-09    1.41292e-09    831
1.48161e-09    1.70586e-09    832
1.49004e-09    1.42597e-09    833
1.48325e-09    1.50972e-09    834
1.47343e-09    1.25077e-09    835
1.48524e-09    1.33611e-09    836
1.47754e-09    1.80211e-09    837
1.46501e-09    1.33921e-09    838
1.47824e-09    1.51006e-09    839
1.47691e-09    1.40832e-09    840
1.47601e-09    1.6358e-09     841
1.47495e-09    1.49535e-09    842
1.47059e-09    1.34095e-09    843
1.48186e-09    1.49741e-09    844
1.48073e-09    1.60691e-09    845
1.47716e-09    1.3584e-09     846
1.47983e-09    1.33487e-09    847
1.48388e-09    1.59015e-09    848
1.48803e-09    1.55544e-09    849
1.4678e-09     1.37243e-09    850
1.4772e-09     1.23836e-09    851
1.48275e-09    1.23109e-09    852
1.47194e-09    1.53894e-09    853
1.48055e-09    1.76874e-09    854
1.48005e-09    1.52197e-09    855
1.47887e-09    1.19847e-09    856
1.47544e-09    1.49978e-09    857
1.47317e-09    1.47272e-09    858
1.4937e-09     1.70401e-09    859
1.47191e-09    1.40347e-09    860
1.47677e-09    1.2905e-09     861
1.48096e-09    1.72856e-09    862
1.47483e-09    1.32393e-09    863
1.48651e-09    1.6787e-09     864
1.48863e-09    1.37321e-09    865
1.47537e-09    1.48121e-09    866
1.48232e-09    1.46536e-09    867
1.4822e-09     1.28075e-09    868
1.47405e-09    1.14484e-09    869
1.47257e-09    1.37295e-09    870
1.46992e-09    1.57438e-09    871
1.47782e-09    1.56912e-09    872
1.48573e-09    1.58641e-09    873
1.48356e-09    1.21159e-09    874
1.46517e-09    1.67939e-09    875
1.47369e-09    1.42386e-09    876
1.46622e-09    1.36767e-09    877
1.48661e-09    1.42885e-09    878
1.47476e-09    1.60138e-09    879
1.48127e-09    1.29443e-09    880
1.48097e-09    1.64842e-09    881
1.46283e-09    1.57394e-09    882
1.47657e-09    1.5817e-09     883
1.47549e-09    1.53145e-09    884
1.46907e-09    1.22672e-09    885
1.47544e-09    1.70074e-09    886
1.4817e-09     1.34888e-09    887
1.46464e-09    1.23098e-09    888
1.4749e-09     1.77065e-09    889
1.47474e-09    1.56214e-09    890
1.48775e-09    1.28425e-09    891
1.4721e-09     1.521e-09      892
1.47062e-09    1.33063e-09    893
1.47612e-09    1.60914e-09    894
1.4867e-09     1.37659e-09    895
1.46919e-09    1.45663e-09    896
1.48127e-09    1.3183e-09     897
1.46863e-09    1.6785e-09     898
1.46681e-09    1.71729e-09    899
1.45913e-09    1.20698e-09    900
1.47909e-09    1.39642e-09    901
1.46893e-09    1.44047e-09    902
1.48198e-09    1.31121e-09    903
1.48053e-09    1.38463e-09    904
1.47574e-09    1.55053e-09    905
1.47746e-09    1.45583e-09    906
1.47692e-09    1.35644e-09    907
1.47001e-09    1.4201e-09     908
1.47556e-09    1.71435e-09    909
1.47217e-09    1.57678e-09    910
1.47531e-09    1.39931e-09    911
1.48585e-09    1.51476e-09    912
1.47183e-09    1.59525e-09    913
1.48986e-09    1.11279e-09    914
1.47981e-09    1.46218e-09    915
1.47188e-09    1.35738e-09    916
1.48392e-09    1.7194e-09     917
1.47143e-09    1.57e-09       918
1.47918e-09    1.74306e-09    919
1.47836e-09    1.11073e-09    920
1.47149e-09    1.64172e-09    921
1.47656e-09    1.58142e-09    922
1.47933e-09    1.71845e-09    923
1.47479e-09    1.32645e-09    924
1.48255e-09    1.60388e-09    925
1.47755e-09    1.44274e-09    926
1.47204e-09    1.57251e-09    927
1.46871e-09    1.80409e-09    928
1.48161e-09    1.46446e-09    929
1.47729e-09    1.40222e-09    930
1.48129e-09    1.69085e-09    931
1.46997e-09    1.76433e-09    932
1.47518e-09    1.34113e-09    933
1.47499e-09    1.43811e-09    934
1.48491e-09    1.38296e-09    935
1.48212e-09    1.59934e-09    936
1.46314e-09    1.87904e-09    937
1.46736e-09    1.30832e-09    938
1.47876e-09    1.42303e-09    939
1.48482e-09    1.21558e-09    940
1.48525e-09    1.62643e-09    941
1.48559e-09    1.28013e-09    942
1.46419e-09    1.42787e-09    943
1.47528e-09    1.20612e-09    944
1.47475e-09    1.52846e-09    945
1.48622e-09    1.59543e-09    946
1.47077e-09    1.61501e-09    947
1.48193e-09    1.53475e-09    948
1.47123e-09    1.30566e-09    949
1.4842e-09     1.6253e-09     950
1.48364e-09    1.08408e-09    951
1.48799e-09    1.47873e-09    952
1.47128e-09    1.45789e-09    953
1.49208e-09    1.64711e-09    954
1.47274e-09    1.7553e-09     955
1.47193e-09    1.34781e-09    956
1.47223e-09    1.41811e-09    957
1.47154e-09    1.42644e-09    958
1.47285e-09    1.60125e-09    959
1.47161e-09    1.19741e-09    960
1.48969e-09    1.57009e-09    961
1.47546e-09    1.51949e-09    962
1.47329e-09    1.53113e-09    963
1.46847e-09    1.37133e-09    964
1.48494e-09    1.63752e-09    965
1.47929e-09    1.42822e-09    966
1.47019e-09    1.45917e-09    967
1.47172e-09    1.34895e-09    968
1.48534e-09    1.37037e-09    969
1.47586e-09    1.84648e-09    970
1.47633e-09    1.20512e-09    971
1.47844e-09    1.47369e-09    972
1.47626e-09    1.62493e-09    973
1.49189e-09    1.45007e-09    974
1.48327e-09    1.36834e-09    975
1.48089e-09    1.35421e-09    976
1.47789e-09    1.57278e-09    977
1.47717e-09    1.43144e-09    978
1.48324e-09    1.68585e-09    979
1.48007e-09    1.30104e-09    980
1.47564e-09    1.71258e-09    981
1.46185e-09    1.50796e-09    982
1.47429e-09    1.40503e-09    983
1.47324e-09    1.43412e-09    984
1.46672e-09    1.58917e-09    985
1.47305e-09    1.30367e-09    986
1.46659e-09    1.4155e-09     987
1.47553e-09    1.16708e-09    988
1.47743e-09    1.70625e-09    989
1.47708e-09    1.70452e-09    990
1.46953e-09    1.62043e-09    991
1.4632e-09     1.74849e-09    992
1.48149e-09    1.32889e-09    993
1.48115e-09    1.15312e-09    994
1.47953e-09    1.61533e-09    995
1.47239e-09    1.47011e-09    996
1.47007e-09    1.67329e-09    997
1.47015e-09    1.27855e-09    998
1.48299e-09    1.57324e-09    999
