DWIVEDI        CLASSICAL       RUN
1.46007e-09    1.40306e-09    460
1.4895e-09     1.40422e-09    461
1.48566e-09    1.41499e-09    462
1.47727e-09    1.46567e-09    463
1.47761e-09    1.61755e-09    464
1.4657e-09     1.39381e-09    465
1.4769e-09     1.37587e-09    466
1.47123e-09    1.75614e-09    467
1.48407e-09    1.27278e-09    468
1.47496e-09    1.28589e-09    469
1.46777e-09    1.40206e-09    470
1.46705e-09    1.26996e-09    471
1.47787e-09    1.2691e-09     472
1.47377e-09    1.35131e-09    473
1.47766e-09    1.79186e-09    474
1.47081e-09    1.38307e-09    475
1.48034e-09    1.26885e-09    476
1.48025e-09    1.48924e-09    477
1.47408e-09    1.21192e-09    478
1.47623e-09    1.66688e-09    479
1.4723e-09     1.66104e-09    480
1.48551e-09    1.11206e-09    481
1.47974e-09    1.1406e-09     482
1.48188e-09    1.82995e-09    483
1.47144e-09    1.40804e-09    484
1.46913e-09    1.63113e-09    485
1.47336e-09    1.52422e-09    486
1.47023e-09    1.40199e-09    487
1.4736e-09     1.53205e-09    488
1.47754e-09    1.51151e-09    489
1.49156e-09    1.40999e-09    490
1.47509e-09    1.4995e-09     491
1.47416e-09    1.46634e-09    492
1.48472e-09    1.32181e-09    493
1.47296e-09    1.35133e-09    494
1.46753e-09    1.64523e-09    495
1.47046e-09    1.59469e-09    496
1.48604e-09    1.38507e-09    497
1.48723e-09    1.51023e-09    498
1.47428e-09    1.5076e-09     499
1.47952e-09    1.4491e-09     500
1.47918e-09    1.39236e-09    501
1.47952e-09    1.56234e-09    502
1.48124e-09    1.58395e-09    503
1.47326e-09    1.40735e-09    504
1.46853e-09    1.54704e-09    505
1.47601e-09    1.56787e-09    506
1.49425e-09    1.54152e-09    507
1.47962e-09    1.40707e-09    508
1.47679e-09    1.44224e-09    509
1.47012e-09    1.51152e-09    510
1.4844e-09     1.3359e-09     511
1.46775e-09    1.59689e-09    512
1.47654e-09    1.16875e-09    513
1.47582e-09    1.39015e-09    514
1.48477e-09    1.80912e-09    515
1.48594e-09    1.37558e-09    516
1.47285e-09    1.40378e-09    517
1.46935e-09    1.48455e-09    518
1.48288e-09    1.57715e-09    519
1.48074e-09    1.64899e-09    520
1.48202e-09    1.52659e-09    521
1.4764e-09     1.67033e-09    522
1.47973e-09    1.70771e-09    523
1.47324e-09    1.6213e-09     524
1.4934e-09     1.32371e-09    525
1.4772e-09     1.33215e-09    526
1.47418e-09    1.39446e-09    527
1.48244e-09    1.14887e-09    528
1.4653e-09     1.57343e-09    529
1.47438e-09    1.3555e-09     530
1.46746e-09    1.60697e-09    531
1.47764e-09    1.48991e-09    532
1.47075e-09    1.67709e-09    533
1.46525e-09    1.60882e-09    534
1.47777e-09    1.43515e-09    535
1.47553e-09    1.43606e-09    536
1.47121e-09    1.27404e-09    537
1.47554e-09    1.29966e-09    538
1.46446e-09    1.39255e-09    539
1.46225e-09    1.41557e-09    540
1.46923e-09    1.45686e-09    541
1.48166e-09    1.22811e-09    542
1.47927e-09    1.30739e-09    543
1.47152e-09    1.40167e-09    544
1.47785e-09    1.24196e-09    545
1.47151e-09    1.48705e-09    546
1.4753e-09     1.38763e-09    547
1.47193e-09    1.15546e-09    548
1.48006e-09    1.55584e-09    549
1.48605e-09    1.46421e-09    550
1.47829e-09    1.25232e-09    551
1.49152e-09    1.64105e-09    552
1.48141e-09    1.63533e-09    553
1.49077e-09    1.46976e-09    554
1.47346e-09    1.54196e-09    555
1.48463e-09    1.28514e-09    556
1.48236e-09    1.71458e-09    557
1.47387e-09    1.73896e-09    558
1.47386e-09    1.6282e-09     559
1.47716e-09    1.5121e-09     560
1.48635e-09    1.62103e-09    561
1.4751e-09     1.2788e-09     562
1.48523e-09    1.56236e-09    563
1.49279e-09    1.20873e-09    564
1.48e-09       1.7301e-09     565
1.46793e-09    1.42168e-09    566
1.46372e-09    1.47492e-09    567
1.47503e-09    1.22476e-09    568
1.48419e-09    1.44924e-09    569
1.48269e-09    1.54817e-09    570
1.46289e-09    1.30046e-09    571
1.4952e-09     1.41541e-09    572
1.48057e-09    1.23047e-09    573
1.48478e-09    1.41104e-09    574
1.47616e-09    1.54647e-09    575
1.48637e-09    1.34808e-09    576
1.49072e-09    1.1782e-09     577
1.47603e-09    1.54504e-09    578
1.47514e-09    1.55902e-09    579
1.47347e-09    1.65108e-09    580
1.47258e-09    1.32733e-09    581
1.48778e-09    1.64694e-09    582
1.47289e-09    1.42564e-09    583
1.47661e-09    1.62699e-09    584
1.48602e-09    1.38987e-09    585
1.47419e-09    1.50898e-09    586
1.4827e-09     1.42924e-09    587
1.48716e-09    1.1899e-09     588
1.48448e-09    1.54908e-09    589
1.47612e-09    1.18304e-09    590
1.47661e-09    1.5302e-09     591
1.4761e-09     1.51057e-09    592
1.47619e-09    1.53779e-09    593
1.47297e-09    1.71969e-09    594
1.49358e-09    1.41907e-09    595
1.49274e-09    1.64407e-09    596
1.47221e-09    1.9468e-09     597
1.47678e-09    1.31138e-09    598
1.47995e-09    1.43685e-09    599
1.47799e-09    1.73208e-09    600
1.48904e-09    1.27368e-09    601
1.47625e-09    1.30379e-09    602
1.47666e-09    1.323e-09      603
1.47891e-09    1.37681e-09    604
1.47096e-09    1.58704e-09    605
1.48145e-09    1.23332e-09    606
1.47276e-09    1.76817e-09    607
1.48195e-09    1.33768e-09    608
1.48014e-09    1.68657e-09    609
1.47654e-09    1.32567e-09    610
1.48576e-09    1.37466e-09    611
1.48664e-09    1.30693e-09    612
1.47242e-09    1.69864e-09    613
1.48043e-09    1.46065e-09    614
1.47268e-09    1.56038e-09    615
1.4805e-09     1.27645e-09    616
1.48347e-09    1.34762e-09    617
1.47095e-09    1.43424e-09    618
1.4793e-09     1.61461e-09    619
1.4822e-09     1.38524e-09    620
1.47083e-09    1.50281e-09    621
1.47081e-09    1.25327e-09    622
1.4786e-09     1.40672e-09    623
1.48204e-09    1.28193e-09    624
1.47297e-09    1.49923e-09    625
1.47062e-09    1.44321e-09    626
1.47493e-09    1.35972e-09    627
1.47894e-09    1.51297e-09    628
1.47759e-09    1.29536e-09    629
1.47695e-09    1.42873e-09    630
1.48733e-09    1.39634e-09    631
1.47173e-09    1.39543e-09    632
1.4835e-09     1.5681e-09     633
1.47427e-09    1.38267e-09    634
1.47582e-09    1.51905e-09    635
1.48146e-09    1.5732e-09     636
1.46672e-09    1.40687e-09    637
1.47611e-09    1.3257e-09     638
1.46575e-09    1.59234e-09    639
1.48211e-09    1.6487e-09     640
1.47314e-09    1.26713e-09    641
1.47351e-09    1.88228e-09    642
1.47819e-09    1.58914e-09    643
1.47786e-09    1.11975e-09    644
1.47935e-09    1.38636e-09    645
1.48568e-09    1.70429e-09    646
1.49046e-09    1.82289e-09    647
1.48098e-09    1.36859e-09    648
1.4808e-09     1.33302e-09    649
1.47846e-09    1.66682e-09    650
1.47555e-09    1.7065e-09     651
1.47031e-09    1.32615e-09    652
1.46933e-09    1.30917e-09    653
1.46491e-09    1.41741e-09    654
1.48096e-09    1.5881e-09     655
1.48397e-09    1.37039e-09    656
1.45816e-09    1.55706e-09    657
1.47897e-09    1.47994e-09    658
1.46857e-09    1.39719e-09    659
1.46634e-09    1.22312e-09    660
1.48414e-09    1.38417e-09    661
1.48175e-09    1.41691e-09    662
1.48189e-09    1.61806e-09    663
1.47823e-09    1.19665e-09    664
1.47895e-09    1.61108e-09    665
1.46721e-09    1.27726e-09    666
1.47737e-09    1.60785e-09    667
1.47382e-09    1.27693e-09    668
1.48035e-09    1.42248e-09    669
1.47657e-09    1.43763e-09    670
1.4678e-09     1.64955e-09    671
1.48223e-09    1.33952e-09    672
1.4891e-09     1.48427e-09    673
1.47459e-09    1.30314e-09    674
1.47491e-09    1.27401e-09    675
1.47793e-09    1.44721e-09    676
1.47625e-09    1.59341e-09    677
1.47099e-09    1.15752e-09    678
1.47667e-09    1.44405e-09    679
1.48004e-09    1.73503e-09    680
1.47106e-09    1.38935e-09    681
1.48257e-09    1.6152e-09     682
1.4855e-09     1.13809e-09    683
1.47677e-09    1.42383e-09    684
1.46397e-09    1.54415e-09    685
1.48783e-09    1.04181e-09    686
1.47909e-09    1.34682e-09    687
1.4901e-09     1.53243e-09    688
1.48263e-09    1.30839e-09    689
1.46966e-09    1.34902e-09    690
1.47733e-09    1.30927e-09    691
1.47794e-09    1.31802e-09    692
1.4857e-09     1.26446e-09    693
1.46742e-09    1.57028e-09    694
1.472e-09      1.52681e-09    695
1.48626e-09    1.49372e-09    696
1.47742e-09    1.3461e-09     697
1.46565e-09    1.60823e-09    698
1.48716e-09    1.42869e-09    699
1.4839e-09     1.57764e-09    700
1.47554e-09    1.43601e-09    701
1.47411e-09    1.40198e-09    702
1.47787e-09    1.44045e-09    703
1.48612e-09    1.80146e-09    704
1.48739e-09    1.30412e-09    705
1.48156e-09    1.88379e-09    706
1.47867e-09    1.6527e-09     707
1.48431e-09    1.25469e-09    708
1.47897e-09    1.23694e-09    709
1.46437e-09    1.37789e-09    710
1.48671e-09    1.25421e-09    711
1.48306e-09    1.56077e-09    712
1.49044e-09    1.30248e-09    713
1.47942e-09    1.43377e-09    714
1.48246e-09    1.86248e-09    715
1.47187e-09    1.1753e-09     716
1.47329e-09    1.32553e-09    717
1.48424e-09    1.28213e-09    718
1.47288e-09    1.42682e-09    719
1.47073e-09    1.43956e-09    720
1.46698e-09    1.59938e-09    721
1.46951e-09    1.41817e-09    722
1.4628e-09     1.54281e-09    723
1.46624e-09    1.28115e-09    724
1.48586e-09    1.69152e-09    725
1.47704e-09    1.80638e-09    726
1.48968e-09    1.64228e-09    727
1.46759e-09    1.7912e-09     728
1.47314e-09    1.41964e-09    729
1.48166e-09    1.29866e-09    730
1.475e-09      1.47421e-09    731
1.47263e-09    1.57178e-09    732
1.48317e-09    1.15795e-09    733
1.47074e-09    1.70175e-09    734
1.47764e-09    1.50847e-09    735
1.47648e-09    1.32547e-09    736
1.469e-09      1.60215e-09    737
1.47102e-09    1.51796e-09    738
1.4828e-09     1.73124e-09    739
1.47549e-09    1.28892e-09    740
1.47449e-09    1.29709e-09    741
1.48033e-09    1.49372e-09    742
1.47493e-09    1.47157e-09    743
1.49471e-09    1.49444e-09    744
1.46523e-09    1.28142e-09    745
1.46471e-09    1.24856e-09    746
1.47894e-09    1.37234e-09    747
1.48821e-09    1.45858e-09    748
1.47175e-09    1.42883e-09    749
1.46971e-09    1.60484e-09    750
1.4757e-09     1.43613e-09    751
1.47318e-09    1.53257e-09    752
1.48136e-09    1.49379e-09    753
1.48864e-09    1.44939e-09    754
1.46897e-09    1.41471e-09    755
1.4735e-09     1.50005e-09    756
1.48764e-09    1.70488e-09    757
1.47456e-09    1.37434e-09    758
1.47249e-09    1.77141e-09    759
1.46978e-09    1.62326e-09    760
1.47326e-09    1.62387e-09    761
1.47339e-09    1.52854e-09    762
1.48613e-09    1.35269e-09    763
1.467e-09      1.84551e-09    764
1.47446e-09    1.2997e-09     765
1.46652e-09    1.56252e-09    766
1.47072e-09    1.60052e-09    767
1.48005e-09    1.48059e-09    768
1.48082e-09    1.71085e-09    769
1.47773e-09    1.48726e-09    770
1.47306e-09    1.6743e-09     771
